Brand Name,Product Name,Review
GFlock,Overall Dress,I have contacted to get some information regarding some clothes and their availability..agent on the phone Tashani was very professional and helpful and was able fulfill clarity to my inquiry.
GFlock,Overall Dress,I've been incredibly impressed with GFlock's online shopping experience.specially the online customer service is very impressive. They are friendly and always ready to assist with any queries.I highly recommend GFlock for anyone seeking stylish and comfortable clothing.
GFlock,Overall Dress,Popular costume stall. Crowded place. Stuff seems of good quality and solid. Fashionable aswell. Mostly for ladies but for gents a little but good stuff. For kids a little collection. I noticed all local products in export quality Gflock brand. Manjula Amarathunga Manjula Amarathunga Manjula Amarathunga Manjula Amarathunga Vikasitha Ranasinghe
GFlock,Overall Dress,"Ladies casual & formal wear shop. Nice collection. Helpful staff. Parking is not enough, but can manage. Vikasitha Ranasinghe Vikasitha Ranasinghe Dheeraka Fernando"
GFlock,Overall Dress,"This is my alway favourite place, good quality, good products and best design. I would like to specially thanks Enosh who will be at the Kollipitiya branch he is very very helpful and he will be getting customer best choice. Recently also he help me to select the best outfit. Thank you Gflock team keep up your good work"
GFlock,Overall Dress,Clothing shop with modern and unique designs. But if you want to buy their new designs better you go there on the day of release. Initially they mainly targeted the women’s clothing but now they have introduced men’s as well. Two storied clothing store with ground floor for women and first floor for men. Less selection for men comparatively. Have common fitting rooms. But may be not adequate in busy days specially when there are sales. Staff is friendly and helpful. Few vehicles can be parked in front of the shop and there’s a separate car park near by with enough space. Kalana Prasanka Kalana Prasanka Imaa review
GFlock,"Denim, Frock, Shirt, Shoes","There is a wide variety of clothes for women and men. No items for children. Usual prices are above Rs., for women. Ground floor has ladies items which consists of sections for shoes, denims, office wear, Cotton clothes and casual items as well (T, shirts, blouses and frocks). Most of the ladies items are made of Georgette which is less suitable for a country like Sri Lanka. Their denims are the best and not so rough like other denims. So i would highly recommend GFlock for denims. As a CSR initiative, they give away plants for free. Parking facilities are very limited. Therefore, will have to park on the Galle Road. The entrance Menswear Keshini Dias Denims section Keshini Dias Shanika Nilukshi"
GFlock,Denim,"I ordered from GFlock Global, but the sizes were wrong. I usually wear size , but their size was completely different. When I complained, they said it couldn't be wrong, which was frustrating. I compared it with my new denim, and they still insisted it was right. Don't buy from GFlock Global if you're not in Sri Lanka. Very disappointed. Shanika Nilukshi Shanika Nilukshi Shanika Nilukshi Shanika Nilukshi"
GFlock,Overall Dress,They are having awesome collection of dresses. The staffs are very friendly. Its well organized. Mostly all sizes are available. Sometimes its hard to find larger sizes. The prices are bit high. Kalyani Vikineswaran Kalyani Vikineswaran Chawana Jayawardana (EYL)
GFlock,Overall Dress,"Place is good. They have quality & unique ladies,gents & Kids clothing. Specially good for ladies clothing.They have lots of varieties.Prices are very reasonable.staff is helpful. Customer care is great.However parking space is not enough. Chawana Jayawardana (EYL) Ishaq Razick"
GFlock,Overall Dress,"I recently visited this store for the first time and was impressed by the wide range of office and casual clothes for ladies. The selection is stylish. The staff were very helpful. You can order the clothes through their website, which offers the convenience of online shopping with various payment methods including Mintpay. One downside is the limited parking in front of the shop. However, there is a public parking area about meters away on the right side which helps mitigate this issue."
GFlock,Overall Dress,No much collection for gents and no waiting area. Parking is super hazel here. Only vehicles parking at time and they announce once you block with other vehicles. This is super annoying . My wife is loving place since she has items to choose from Isura Amarasinghe Isura Amarasinghe Isura Amarasinghe Sharm Narnia
GFlock,Overall Dress,Unique collections ideal for teens and very chick type ladies and girls... Madu Ileperuma
GFlock,Overall Dress,"The best customer service I have ever experienced so far in online purchasings as well as in all stores. The team also very responsible to give the best satisfaction to their customers quikly. And also, all the dresses, and other items are very comfortable & reliable to our budget with the superb materials. As I think, I'm a customer for about or years. That much I observe Gflock 😉 Keep it up. Highly recommend 💪❤ Sameera Danstan"
GFlock,Overall Dress,Even the mens section is available . Mostly focused on the garments for women Long waiting line for the fit on rooms very fashionable clothes available for ladies parking available but not in front of the building . Sadam Yaluka Kasthuriarachchi Sadam Yaluka Kasthuriarachchi Enoka Weerasekera review
GFlock,Overall Dress,Smart working women collection available. Good quality material and durable trendy dresses for modern working ladies Maneesha Jayasooriya review
GFlock,Denim,"I have ordered a denim through the online store and no update about the order yet even though I have paid. Tried calling all the stores and the hotline and even tried contacting them through social media but no response!! Even the small businesses have good customer care services than you! Really frustrated!! Update- they delivered the package after seeing the review. But to avoid this happening in future, please improve the customer care services."
GFlock,Overall Dress,"Good quality of clothes, limited parking on front and having large vehicle park within 200m, friendly staff,fit on room available, accepted cash/card both Nishani Kumari Nishani Kumari Nishani Kumari Nishani Kumari Deen Sheriffdeen"
GFlock,Overall Dress,"Good stuff. But you can't distinguish the staff among the customers, at least a name tag would help. Boys stuff nothing much, girls clothing few, Gents - not much. Ladies, beautiful, quality clothing including summer vibe floral... Deen Sheriffdeen Deen Sheriffdeen Aravinda Ipalawaththa"
GFlock,Overall Dress,Good office wear is available but the price is too high Vasana Gunasekera Vasana Gunasekera Vasana Gunasekera Vasana Gunasekera Vasana Gunasekera
GFlock,Pants,"Extremely disappointed with the clothing quality. I bought the pants i showed on the picture for about LKR ,. But little did I know, I just got to wear it only once since it got discolored, and I hand washed it to be careful also, which I’m glad since it would have ruined all my other clothes if i but it to the washer. Rachelle Wimalaweera Rachelle Wimalaweera Harindie Hettiarachchi"
GFlock,Overall Dress,The Kollupitiya branch has a very good collection of dresses now. The store is neatly organized. Some items are unreasonably pricey and there is not much of a collection of jeans either. You can definitely find a dress for an event. Malmi Saparamadu
GFlock,Overall Dress,"I had a horrible experience with GFlock's online service. I ordered an outfit and returned it to their Colpetty outlet on 17th August for an exchange. Despite following up multiple times, I never received my exchange code. Their customer service is non-existent no one picks up calls, and there is zero communication. It's clear they don’t care about their online customers. I’ve been left frustrated and without a solution. If you’re considering shopping online with GFlock, think twice—their service is inefficient and unreliable. Save yourself the headache and shop elsewhere. Binu Lorenzuhewa"
GFlock,Overall Dress,Gflock Pelawatta offers an excellent selection of clothing. The staff are friendly and go out of their way to serve each customer in a personalized way. I must especially mention Arun and Rismina who have been helpful and outstandingly supportive in making every shopping experience delightful. Wishing them and Gflock all success. Blessings. Tharindu Wickremasinghe
GFlock,Overall Dress,"According to my wife, they have plenty of different varieties of good quality clothes. Price is average to above average. Customer service is average. The place is spacious enough. But there weren't enough benches or chairs to sit and wait. Ashmi de Silva"
GFlock,Overall Dress,"Went last week and there were some glaring issues . The music is way too loud which made for a terrible shopping experience. If you spend more than - minutes in the shop you might actually go crazy . The sales people/assistants were very intimidating and were too busy flirting with each other to actually help people . Most items are extremely over priced and was very low quality - most items had make up/ dirty stains and were damaged/ stitching had come off. . The sizing is way off and lacks uniformity - I could wear sizes ,, and it was very confusing and time consuming to find the proper size. . The items look different to the ones posted on their website - so be mindful when you are searching for the same item in store. Overall do not recommend as it is not worth the price you are paying. This is too bad because I actually liked this store. Inosh Perera"
GFlock,"Shirt, T-shirt",Good variation of cloth for ladies and the casual t-shirt for me Inosh Perera Inosh Perera Inosh Perera Inosh Perera Inosh Perera Ama Pathirana
GFlock,Frock,"I went to delkanda branch to exchange a frock. It has a original price tag. At that time bill was not in my hand because someone has gigifted for me that frock, it was too big in size for me. Unfortunately they asked a bill or even date of purchase. This is branded shop and Im a good customer of them. I dont know why they asked bill even original tags was there. Other branded shops ODEL,MONDY , AKIRA they didn't asked bill if item has it original price tag. Please think twice when you are shopping like is classy shopping center. I gave my frock to them to do something as they whish , because I dont want a frock which is not fitted for me. Price was Rs. .. We are very disappointed on GFlock😡 Charlotte Roche"
GFlock,Overall Dress,"Queued for minutes, how can it be so difficult to scan clothes for payment?! Unreal waste of time Bhagya Dahanayake review"
GFlock,Overall Dress,Quite a popular local brand for office and casual wear. Parking can be challenging during peak traffic hours.
GFlock,Overall Dress,I frequently visit this place and they have a vast variety of quality and unique clothing specially for ladies. The prices too are reasonable. Parking at this place is limited and difficult at sometimes. Nuwan Kanchana
GFlock,Overall Dress,"I've been a loyal customer of GFlock since they started, but this experience was really disappointing. I strongly recommend not buying their clothes online. Nimesha Perera"
GFlock,Denim,"I have been purchasing clothes from GFlock since they have started and have never disappointed me. The designers have good fashion sense, and the quality of the materials has always been good. I have a denim that i have been wearing for about / years now🙃 ( may be more because it's from their first denim collection). Physical store is good, and they have ample trying on rooms as well. Online purchasing is easy, and exchange is quite convenient. Shiwanka Wimalaweera"
GFlock,Overall Dress,Great clothing store with modern designs. Mens section need more cloth choices. Very impressed with the free plant giveaway initiative Sanjeewa Marasinghe Sanjeewa Marasinghe p b
GFlock,Overall Dress,I bought a dress online and I cannot where it because it's hanging from the waist. You can't even alter it. This is the first and last time I am buying anything from G- Flock. Everyone else too shouldn't be wasting your money on their garments. They don't care about the customer for sure.😪 oshan
GFlock,Overall Dress,Not recommended. Visited today. Surprised with the disgusting service. None of sales persons was interested to help except men sales persons. Disgusting service of fitting room specially from female security guard. Blaming customers to fitting clothes and discouraging clients to fit on. No manners and discipline at Front line security. Limited stocks with less varieties. No seating arrangements. Saliya Muthuwaruna de Silva
GFlock,Overall Dress,They have trendy clothes for women and gents. (Upstairs for gents) Poor customer service. No waiting area. Parking is limited (enough for - vehicles) Thilina Cooray
GFlock,Overall Dress,"Clothes are very good, latest fashion and quality. Don't like the fit on experience at all. On ladies fit on male are not allowed to go and see their partner's dress up. Ladies have to come outside and show while all others looking at. But they allow their male staff to walk through the ladies fit on. This is not acceptable at all. Very very bad experience... Kithmini Nonis review"
GFlock,Overall Dress,"Amazing collection of clothing with decent parking given the location of the shop. However, if you happen to be on the plus size end of the spectrum for guys, they may not necessarily have clothing to fit your needs. The staff are friendly and very helpful and the shop is beautifully arranged. Ashoka Perera"
GFlock,Overall Dress,"I recently had the opportunity to shop at GFlock, a luxury clothing store, and I was thoroughly impressed. The store had a wide variety of high-end designer clothing and accessories for both men and women. The staff were incredibly helpful and knowledgeable, offering styling advice and helping me find the perfect pieces. The store itself was beautifully designed and had a very upscale feel. I was particularly impressed with the quality of the clothing - every piece felt like it was made with care and attention to detail. I left the store feeling very satisfied with my purchases and would highly recommend GFlock to anyone looking for luxury fashion. Chalani"
GFlock,Overall Dress,"To be frank Its over priced. They have a good style collection but they are leveraging it too much. , - , for a normal dress is too much. U can buy same design and quality products in neils and other new designers shops that growing in the market. On the positive note the customer service is good and they update there styles frequently. sandani jayarathne"
GFlock,Overall Dress,"Great place for women's fashion, well designed clothes at reasonable prices. Not cheap. However, the men's line is average, lacks variety and imagination. Perhaps because the men's line is still very new. It's a very busy shop anytime of day. Limited parking outside the premises, but they do have a fair amount of parking about a close distance away. My teenage daughter and my middle aged wife : ) both seem to love the place. Highly Recommended for women. Sandun Mendis"
GFlock,Overall Dress,Favourite place to buy dresses. I used to buy online for several years now. Always deliver good quality stuff. But visiting the store in person has lot of difficulties. Limited parking space is the major negative point. Also it takes ages to get to the fit on room. Understandable since there are so many people shopping there. Buddhi Lekamwasam
GFlock,Overall Dress,The variety of clothes is good but they are overly expensive. The staff is very rude they didn't even let us exchange clothes saying unbelievable reasons. Manori “Rimona” Dharmadasa
GFlock,Denim,Great place if you wear size 8UK even some XL sizes also can be found. Denims are go to item as their denims are fitting well. Fit on staff is polite and there are many fit on rooms available and it is really convenient when it is crowded. The lightning is a bit dark inside however you can find something to buy when you go there. Men's section is also available but not popular as ladies'. Great shopping experience! Parking is limited in front of the shop but available near the Commercial bank. Sameera Withanage
GFlock,Overall Dress,I love the clothes here. But there service is really poor. I had a address change ( from Sri Lanka to overseas) however its been over a month now still they haven’t been able to get it collected from the courier service and ship it overseas. Yohara Ranasinghe
GFlock,Overall Dress,"Really cute clothes, and have sales going on as well. But the music is too loud and has headache-inducing beats. Honestly dampens the experience. Praween Weerasingham"
GFlock,Overall Dress,"An ideal place to buy women's clothes. Wide range of modern fashions available for reasonable price range. No exchanges allowed, therefore be careful when you buy for gift.The parking space is very limited and only sufficient for two or three cars at once. Craze Hair review"
GFlock,Overall Dress,Good quality clothes for both women and men. Specially their office wear collection for ladies is superb. Always they updated their facebook page. Have a unique collection of clothes. Prices are reasonable. Friendly staff. Less parking space. Highly recommended. Wasana Sewwandi Silva
GFlock,Overall Dress,Small parking available. A good variety of office wear clothes available. Reasonable pricing also when compared to other stores. Dr. Rohitha Rathnaweera
GFlock,Overall Dress,"Both high quality women's and men's clothing available at a reasonable price. Large number of changing rooms prevent unnecessary traffic build up near it. Most often than not, there's a huge queue at the cashier. Viran Perera"
GFlock,Overall Dress,One of the best places to get clothing for your sweetheart. Also the newly made mens clothing is also undeniably good. Quality products at a reasonable price if you're willing to spend. Recommend for anyone who has a great sense of fashion. Niroshana Jayawardena
GFlock,Overall Dress,Does have the newest chic styles but limited selection for my family. We're of conservative nature and like to dress that way. But sometimes it's hard to select more than or items which are ideal for us. Other than that everything was fabulous! H
GFlock,Overall Dress,"They do not just have great designs and clothes but have the greatest customer service too. Niroshan , a big thank you goes to you for going far and beyond., and more than anything the understanding and patience. And safely delivering my order. K Janarthan"
GFlock,Overall Dress,Quite a good store to do shopping for your wardrobe needs. Have variety & good selections for girls. Mens wardrobe also available. vishwa peiris review
GFlock,Overall Dress,Clothing were quality no doubt. We shipped to Canada and brought enough where shipping was free. Before delivery I had to pay CAD60 for shipping on DHL to receive the goods. Please be aware before ordering for shipping charges. Shireez Lehmann
GFlock,Overall Dress,"Love most of the clothes, but I wish the staffs would more helpful, rather for us to go to them and ask for help. Back then the staffs were super nice and they would come behind us and help us alot by find us the sizes and such. AM J"
GFlock,Denim,Favourite place for shopping. New collections several times every month which never disappoints you. Unique and trendy clothing. Very durable. Love their denim collection. A must go place for shopping for both ladies and gents. Noor S.
GFlock,Overall Dress,"this is a pretty popular lady's dresses how ever you will get a decent men's collection at the first floor. the establishment has parking for about - cars, since the store is on the Galle road you will find paid parking along the road. it seems to have value for money. Dinu Abeygunasekara"
GFlock,Frock,"Good place for girls. The best thing here is the uniqueness. No baby items. Even though now there's a new section for gents, there's no good selection. Most of There Frocks are from the same wet look rough materials. There are some good quality blouses but I think it's little over priced as we can find the same quality things from outside. isuru abeywickrama"
GFlock,Overall Dress,There is good collection of clothes fir men and women. Prices also reasonable. There is a seperate men section upstairs. Parking space available in front of the shop as well as in a land near to the shop. Staff is really helpful Tharangi Jayasekara
GFlock,Overall Dress,This place has a nice vibe in it. The staff is friendly and helpful. It is well organized. You can choose different varieties of clothing here. The items are a bit expensive but worth it. If you want to get the new arrivals better hurry cause they tend to vanish as soon as they get to the store. Chameen Senarathne
GFlock,Overall Dress,One of the best place to buy clothes for ladies. Priceses also low comparing to other places. Have stand sizes. Recently opened for men also but with limited selection. In front parking is limited but there is a separate parking with the walking distance. Customer service is high. Well trained staff available. Shereen Shyama Perera
GFlock,Overall Dress,"Currently going through a renovation, so the main entrance is closed. You have to go through a temporary side entrance. Nice selection of women's clothes. It was kind of crowded during the time we visited. Clean place. Atmosphere could have a small update, but not much to complain about. Reasonable prices, when there is a sale going on, prices may drop down to around to Rs. To the Life"
GFlock,Overall Dress,"One of the good places in Colombo to do the cloth shopping. Has a good collection of dresses, jeans, office wear and other casual wear. Always crowded. The Quality of clothes is satisfactory. However the staff members are not that friendly. Chinthaka Upendra"
GFlock,Overall Dress,They do have some nice clothing but they don't keep much in stock. You need to buy asap if you like something. You can't postpone for next time. They always run out of sizes 😔 Amanda Fernando
GFlock,Overall Dress,I’m giving one star because there was one guy who didn’t do his job properly. I wanted to know something about a dress but he didn’t know how to talk to a customer. He was a fair person with specs.He might’ve thought that he’s the owner of the company. VERY BAD CUSTOMER SERVICE!!! Those kind of people should be fired!!!! H Kavindya
GFlock,Overall Dress,Worst online shopping experience. It was for a birthday (I ordered one week before the birthday) but now it’s a week passed the birthday and they haven’t yet delivered it. I put the address correctly and they tried delivering it to another address. Package was not delivered for more than two weeks and no one bothered to call and ask until I called again. Jonathan Anthony
GFlock,Shirt,"Nice clothes for men and women. Good place to grab shirts, plain colored polo tshirts and jeans. Big selection is available on shirts however on other items for men, not too much to choose from as this place mostly caters to women. Nipun Peiris"
GFlock,Overall Dress,Great selection of unique and quality clothing items. Friendly staff.
GFlock,Overall Dress,Best place to shop ! Ample space and they got the most trendy designs! They are established for women wear but recently they have expanded to men wear as well. Prices are bit high end but actually worth it! Ramila Udalagama
GFlock,Overall Dress,"A popular store for lady's clothes including great dresses. It has parking for about vehicles, but since the store is on Galle road, you can usually park your vehicle somewhere close by on Galle road. This is a single story building so is accessible even by a wheelchair. Considering the comments of the ladies I know, I think this is one of the better stores in Colombo. Yasas"
GFlock,Overall Dress,Awesome collection and each one has different sizes to choose from. Made out high quality material. Not so crowded. Needless to say prices are a bit high but it's a bang for the buck. My wife really liked the dresses she had chosen. By the way all are Made in Sri Lanka. Go for it. ☺ Sameera Samarasekara
GFlock,"Shirt, T-Shirt","Quality of clothes are really good. Only problem is the front 🅿️. But there is an another nearly parking 🅿️ slot. There are no many T-shirt 👕 options, but the shirt collection is really 😎🆒. Lasanka Dias"
GFlock,Overall Dress,"Known for amazingly perfect fit ons 👌 new styles are added at least once a week, perfect place to buy office wear and materials are high in quality.. furthermore their party wear collection is just unbelievable! Simply perfect 👍🏾 Kosala Jayasinghe"
GFlock,Overall Dress,Great quality clothing for both women and men. Great customer service. New collection couple of times a month. They update their website and fb page for the newest collection details. Can order online too. Maheshi Perera
GFlock,Overall Dress,Quality ladies and gents cloths. The prices are a bit expensive for the quality of the products they offer. Especially the ladies footwear. They release a new collection every Monday online and you can even shop via their website. The store is spacious and well arranged. They rarely add new styles in the gents section. The staff here uses to he friendly and helpful when they started. But the current staff rarely helps the customers. GF Mgt should focus more on improving the customer service. Bamba Zillah
GFlock,Overall Dress,One of the best place to find your formal and casual attire. I find the clothing very durable and very chic. Reasonable prices and very friendly staff. This is a highly demanded place and very famous with Colombo locals. Must try place. Highly recommended. Sheysshindth Balakrish
GFlock,Shirt,They have a good set of collections for women but they should have extra changing rooms as the existing ones get loaded quick. I expect a different unique collection of shirts for me. Kapila Chanaka Prathapasinghe
GFlock,Overall Dress,Good selection of ladies clothes. They have a gents section as well. Parking is bit of a hazel but managed well. Salinda Malalgoda
GFlock,Overall Dress,"Good clothing store for girls, bit over pricey but the quality is very good. Nice staff always helpful. A bigger Car park can be find towards Kolpity side. Happy clothing. Janitha Pallegedara"
GFlock,Overall Dress,A much needed and good fashion store to compete with the mass players. Weekly mail updates to good sales. i would recommend mostly for decent office wear and a good collection of casual wear which is consistently updated with new products. Uthpalavi Dias
GFlock,Overall Dress,"A place for ladies casual and office ware. There are plenty of designs, friendly service and quality garments. If you missing the parking at gflock they provide additional parking slot in a nearby place too. They got nice shoe collection in their outlet too. Harshi Silva"
GFlock,Overall Dress,Amazing as always! Outstanding services. Fantastic clothes and quality. The customer service is very quick and they make sure you are taken care of. Definitely shopping again soon! Charles De Silva
GFlock,Overall Dress,Parking limited. Good for work clothes. Don't take the sizes for granted. Each design has a different fit. I like the high-waist jeans. Ummu Ummu
GFlock,Overall Dress,The store consists wide range of clothings but it’s little too expensive for the quality of the Products. They lack customer services. Mathisha Wanigasinghe
GFlock,Overall Dress,Decent male clothing. Loved it. Price is bit expensive but worth it. Great designs and quality clothes..ladies collection also great according when considering the comments from girls :p. Mohamed Fayas
GFlock,Overall Dress,This is the best place for buy fashionable and decent ladies wear. They have good quality ladies and gents wear. Prices are reasonable. Customer service is good. They updated their collection week by week. Hasitha Wijesooriya
GFlock,Overall Dress,Nice clothes for men and women. Loved it. Price is bit expensive but worth it. Great designs and quality clothes.ladies collection also great .Good customer service. Nadeendra M
GFlock,Overall Dress,"We being visiting the G flock store for sometime and always had a good experience. G flock got both men and women wear. But they're famous for their unique women dress range. Their dresses are really nice and worth the money. Quality of the fabric and finishing is also good. This being our go-to clothing store for gift shopping. They have upto date website and also offer online ordering and delivery. Parking is scared on location only four vehicles could park on two lanes, so you might have to move your vehicle. There is parking on the Galle Road so you could use that too. Pasan De Silva"
GFlock,Overall Dress,"Really nice and fashionable wear for an affordable price, specially the dresses there was a good collection for New years! Only down side is that alot of people may have the same styles. Dilan Senevirathne"
GFlock,Overall Dress,Garments store focused on modern women clothing and also a limited variety of clothing's available for men. Prices are considerably acceptable for the quality of the garments. Viranjana Herath
GFlock,Overall Dress,Great collection of ladies and mens wear ... Viranjana Herath Viranjana Herath Viranjana Herath Brown Girl in Tech
GFlock,Overall Dress,"If I go broke one day, please blame gflock!!! Their clothes fit perfectly and has a unique style to each piece. Great service too. We need more places like this in our country. Highly recommended!!! Magnolia SG"
GFlock,Overall Dress,Interesting range of fashionable ladies clothing. Average to high prices. generally a good selection. Very popular among among ladies for office wear and dresses. chamara dushantha
GFlock,Overall Dress,Good collection of garment to be chosen from at a cost ranging from average to high. Helpful staff is happy to assist and advise on choosing a better match. Chandima Nanayakkara
GFlock,Overall Dress,"Not recommend for online shopping. On 26th December I placed an online order as a gift for my friend. I made the online playmate and provided delivery address also. But Order is still not delivered. I called several times no one was answered, sent e mails and no one replied to me. Today is 5th of jan . Please deliver my order asap or refund my payment. Kasun Sirimanna"
GFlock,Overall Dress,"Returned an online order on 18th November. The courier company has delivered it to the Piliyandala address (as given by the hotline of gflock) on 21st of November. More than a week has passed and the customer care claims they haven’t received any package. Since you are a company you are acting careless to process an order. You have received the returned package and my original payment as well. And I lost almost /-, for nothing! Shame on your careless attitude towards customers 😡😡😡. WhatsApp support people also have no idea and they aren’t even willing to monitor a complaint. They just leave on read, when asked for an update on the return. Sandamini Rajapakse"
GFlock,Overall Dress,Nice collection of clothes but the sales ladies at the changing rooms need to learn how to speak to customers. They were quite rude to us on our visit to the Colombo store. Salome Senaratne
GFlock,Overall Dress,"I visited glock for the first time and I must say it's an excellent store as I widely travel and have shopped in many destinations. Good choice , super friendly staff and quality clothing. Well done! Keep it up. Sohan Anjana"
GFlock,Overall Dress,"Good collection of dresses. The staff was really helpful and courteous. If you are looking for high end fashion clothing, this is a place to be. Anuradha Silva"
GFlock,Overall Dress,Recommended for Casual wear and Office wear. This place is one of the places I never miss shopping. Pieces are at reasonable prices as their fashions are in unique style and good quality. Inoka Anjela
GFlock,Overall Dress,Loved their clothing. Always crowded. Curtious and helpful staff. Harshana Samararatne
GFlock,Overall Dress,The quality and the styles are impressive and the price is reasonable for womens clothing but mens wear could use some work. I believe this company has a lot of potential hope to see it prosper. Sanjaya Thalpavila
GFlock,Overall Dress,Good ladies fashion brand in Sri Lanka. They have range of formal and casual wear. quality of garments and fabrics are really good. Chamudi Withanawasam
GFlock,Overall Dress,Although they have an amazing collection of clothing online the dresses doesn't look as fabulous as it seems instore. Not enough staff to support in finding the right size etc. Not interested in going back Siyumi Abey
GFlock,Overall Dress,"Lovely clothes to buy for any occasion. Other than the very loud music, parking and the rude Lady security officer everything else is fine. Michelle Ann"
GFlock,"Shirt, T-Shirt","Ladies love it, for us well nothing much. I think they wanted to have something to prevent men's boredom and that's pretty much it. And I don't think you'll ever get used to hearing a guy saying I'm wearing a gflock t-shirt, the brand is so tied up with ladies clothes. Premiza D."
GFlock,Overall Dress,A most suitable place for women dresses both casual and office. They have nice Linen collection. They have men's clothes also. Soft Pack Online
GFlock,Frock,"It is really disappointed to see that as a long standing customer the answer I got for the tearing cloth which brough from Gflock weeks back.it was teared with first washed from places and I made a compliant on it with the proof.after keeping for weeks saying they need to check QC ,they gave a solution saying it has to be hand wash .frock cost more than .not wearable also now .very poor quality . Devu Gunarathne"
GFlock,Overall Dress,"For ladies clothes this is one of best places. Prices are reasonable, parking space is not enough. Customer service is good. Anushika Muramudalige review"
GFlock,Overall Dress,"They have a good & nice collection for Ladies, But I haven't good impression about the gent's garment.... Osha Marine"
GFlock,Overall Dress,Full of good collection of cloths BUT only minor things is no facilities to keep our personal belongings. .. have to leave them on the floor... Not good for branded outlet. shalith perera review
GFlock,Overall Dress,Visited to buy a dress for my wife.quality of products poor.Also collections not good as shown in pictures.Found very good dress from Kelly Felder at Kolpitty. Kushani Samarasekara
GFlock,Overall Dress,The clothes here are really nice and are at a really moderate rate which is actually kind of hard to find here in Colombo. I would really suggest this place for people who want casual and party wear. 👍👌 Irshad JM
