Brand Name,Product Name,Review
Jezza,Top,Favorite place. I use purchesing with available items. Anyway more designs need to be added. Some material Material quality should be improved. And need different pattern of tops. Consider the pricess. Above 3000 from single top is seems to be exaggerated amount. C.K. June
Jezza,Top,"As a Muslim girl, I'm an often buyer from Jezza since it fits all my needs. However, their cloth materials are terrible. I've told them this several times. The material is synthetic and it doesn't have a lining. You get boiled in Colombo when you wear it. Once you wash them, they shrink and lose color. Additionally, their fit on rooms at dehiwala out are terrible . So many times I have complained to fix some bright lights . Inside that fit on room lights where not bright enough and you can see shadows. I simply love the quality of the product what gflock produce. I do buy products from them, but most of the times I don’t like to wear tight out fit. But couple of outfits I have bought and wearing it for almost 10 years and still when I wear people ask me from where I bought it. Material quality is good and simply has the class. Jezza everytime after the purchase I have only regrets. If you can’t take our feedback and improve you must stop cheating people and their hard earn money. I think spending on good cloths is an investment we do for ourselves."
Jezza,Overall Dress,"Good collection of clothing, especially for ladies and kids ware. 1"
Jezza,Overall Dress,New Cool collection exclusively for the muslim ladies. Workwear is also good and i love the colors so much as well as the styles Vasana Gunasekera Vasana Gunasekera Vasana Gunasekera
Jezza,Overall Dress,Best customer service and good quality dresses zainabashraff
Jezza,Overall Dress,Lovely collection of clothes. Simply amazing.
Jezza,Overall Dress,"One of the great place for clothing, they have a wonderful collection plus i appreciate the effort you put on marketing . Great service"
Jezza,Pants,The high-waisted style accentuates my curves while remaining practical.
Jezza,Overall Dress,Really good place with a range of clothes for any kind of occasion. The staff is very friendly and helpful and ready available. Been there twice and it was just as good. Definitely going to be visiting them again. They have a loyalty card which rewards you every time you visit them. I got mine the 2nd time I went there. But I'm sure you can ask about it on your first visit. Happy shopping! MUSH AB ZAHI 1 review
Jezza,Overall Dress,They have trendy collections at hight price. Fashion lovers should go there. Very attractive clothes are available. 1
Jezza,Overall Dress,So much expensive dresses 👗 Lot of collections Noor jameel
Jezza,Overall Dress,Modern dresses for muslim and non muslim women 1 Saroj
Jezza,Overall Dress,"Good place for women's clothing, parking is a challenge."
Jezza,Overall Dress,I've been in here three different times hoping something would catch my eye but I've never bought anything. Yes there is a large collection of good quality items but sadly I never found anything for me. Maybe there is a specific group of people who find it useful. The prices are so high that I really can't believe a simple viscose or whatever materials they have could amount to so much. I'm also curious why most of the dresses are a size 8 and below -_- The ones in larger sizes come in the most ugly designs. 1
Jezza,Overall Dress,trying out Jezza for the first time for this Eid and loved their collection. Never a ready made outfit person but just so satisfied shopping today for a wedding too. And thanks to Shaira for actually helping out a lot. She actually is a great staff. Maybe plus sizes and a couple of bigger sizes added to the size guide would be appropriate. Sajida Siham
Jezza,Overall Dress,Seems reasonable pricing and very good collection.
Jezza,Overall Dress,Nice place to shop if you are looking for modest dressing. A bit expensive though. 2
Jezza,Overall Dress,New Poor quality clothing. Very rude staff. Not worth at all. Don't waste your time on this brand it's totally pointless
Jezza,Overall Dress,Very upsetting that u guys dont have long dresses in plain colours.and long sportive stuff need to be added..so upsetting.disappointed. c.k. koralagey jaya
Jezza,Top,The fabric has a luxurious feel that elevates any casual ensemble.
Jezza,Overall Dress,Flagship store. Friendly staff. Unique collections. Specially for girls
Jezza,Overall Dress,Always loving their dresses IOD Nadeem
Jezza,Overall Dress,"Cool collection, but the customer service is very poor in this branch. Staffs r not pleasant enough most of them r with an attitude face, they r like we r going there to shop for free. Other than that good collection. But please try to add some new designs, all the dress style look the same n typical always."
Jezza,Overall Dress,Though they have a nice collection the dress material is not so good. Once washed it shrinks and then it won’t fit. If you charge more for dresses please be kind to check the material before sewing.
Jezza,Top,"It pairs beautifully with skirts or jeans, making it a versatile everyday piece."
Jezza,Overall Dress,"Quick and efficient, with a wide range of collections featuring unique designs and high-quality materials. Zahana Rauf 1 review"
Jezza,Overall Dress,Most beautiful ladies dresses here
Jezza,Top,New The Top quality is really good and it fits really well. at such a price it’s totally worth it. 🥰 Best Customer services and friendly staffs Specially thanks to Shaira from Dehiwela branch. 🔥
Jezza,Overall Dress,Collection was pretty nice and decent. Not a frequent customer but my wife enjoyed shopping here. Will visit there next time.
Jezza,Top,Need more Rayon material tops Di
Jezza,Overall Dress,Perfect collection ❤️ afzal mehamood
Jezza,Overall Dress,Good collection Need sizes in UK 10
