Brand Name,Product Name,Review
Carnage,Overall Dress,"Absolutely expensive garbage products. Wore this just 2 times and the pocket zipper came off. Honestly could've bought better quality products from Pettah for one fifth of the price or even less.

The default payment gateway on the website doesn't work. The customer care Hotline is not working. It's all a fasade!

**Updated: Managed to get it exchanged. Hopefully it lasts more than 4 hours of usage. Gayani Keshari"
Carnage,Shirt,CARNAGE's customer service was fantastic! Reyhan Arooz resolved my shirt size exchange quickly and efficiently. Highly impressed! Piyumi Kumarage
Carnage,Overall Dress,Large collection of all kind of garments. Good quality metarials 1 ʙʀᴇɴɴᴀɴ
Carnage,T-shirt,The design feels uninspired and lacks the flair I was expecting.
Carnage,Overall Dress,There are little size shortages all time
Carnage,Overall Dress,Overprice clothing items. With poor quality. Print fade away fast and thread stitching falls out quickly. I wouldn’t recommend this place to anyone. 6
Carnage,Joggers,Not supportive enough for high-intensity workouts.
Carnage,Overall Dress,"Nice place with some good clothing. A bit overpriced, but recomended. 1"
Carnage,Shorts,Have mixed feelings. All their staff are out of stock or not having my size (xl and large) . Shorts are not quality as their previous generation. Feels like not worth for money like before. Parking is pain here. No security personal to guide you. Please do improvement guys. Cheers 12
Carnage,Overall Dress,Good staff service.. high quality clothing Salman Faraj
Carnage,Overall Dress,"This store has a vibe and it was a fun shopping experience! It feels like the people behind carnage really care. If you're comparing with Nile or Lulu Lemon quality, it's definitely at that same level. Their tech fabrics are really impressive."
Carnage,Overall Dress,I got quality service from carnage team member Reyhan Arooz . But sometimes response is little late.Other than that there is nothing to complain. ❤️🫶 A’xo Clothing
Carnage,Overall Dress,"I highly recommend Carnage clothing to anyone looking for high-quality, comfortable, and stylish active and lifestyle wear. Lasiru Yasas"
Carnage,Top,"I placed an order for same-day delivery, and not only did it arrive within a few hours, but the team even followed up to make sure everything was received as requested. I’m super happy with the experience. the delivery was fast, and the product quality is top-notch!"
Carnage,Overall Dress,The leading youth fashion brand in Srilanka and Everyone at the store was helpful. 1 Nava CM 1 review
Carnage,Dress,Superb dress shop Manoj Niroshana
Carnage,Overall Dress,"Carnage, a standout Sri Lankan brand, has captivated me with its wide range of t-shirts and track bottoms, as well as its unique bags and water bottles. Their collection seamlessly blends style and functionality, making it a go-to choice for everyday wear and casual outings. What truly sets Carnage apart is their attention to detail and the quality of their materials, ensuring both comfort and durability.

One of the highlights of their collection is the diversity of designs available, catering to various tastes and preferences. Whether you're looking for a minimalist aesthetic or something more vibrant and eye-catching, Carnage has something to offer. Additionally, their collection for girls is equally impressive, featuring a variety of chic and trendy options that don't compromise on comfort.

The unique bags and water bottles from Carnage are not only practical but also add a touch of individuality to one's ensemble. These accessories are thoughtfully designed, making them perfect companions for both everyday use and special occasions. Overall, Carnage's commitment to quality and style makes it a brand worth exploring for anyone seeking fashionable and functional apparel and accessories."
Carnage,Overall Dress,Best clothing experience ❤️‍🔥 W . M . Dilshan _ 1 review
Carnage,Overall Dress,"Tbh the clothing item now really need to go through some sort of pre wash, coz I got a few t shirts for, the really bright ones in red, purple and salmon pink as a couple of gifts for my family but was really disappointed when it faded in the first wash. I did get a store credit when I returned it. Kudos for that but you guys need to put some quality checks in place. 2"
Carnage,Overall Dress,"Clothing quality- 4/5
Collection available instore- 3/5
Customer experience + staff - 3/5

Felt like staff were minding their own business, less helpful with assistance. Chamath Rashmika"
Carnage,"Pants, Shorts","Hey,
Wow, it sounds like you're absolutely thrilled with your purchase. We're delighted to hear that the shorts and pants make you feel confident and empowered. While we can't guarantee they'll give you actual superpowers, we believe that feeling good in what you wear can have a positive impact on your mindset and performance. We appreciate your kind words and wish you the best of luck with your newfound confidence. If there's anything else we can assist you with, please don't hesitate to reach out. Happy adventuring, and enjoy your superhero-like experience with us

Regards,
Team Carnage Kelly Bubz 1 review"
Carnage,Overall Dress,"Last week, my friend placed an online order for me from Sri Lanka but accidentally entered the wrong address. We immediately contacted your support team via email and I also called them same day morning to rectify the issue. I was advised to send another email with the correct address, which I did, and requested confirmation once the change was made.

Unfortunately, I never received a confirmation, and the parcel was picked up by DHL with the incorrect address. I had to reach out to DHL directly to request the address change once again, which added unnecessary stress and complication.

While I have always respected Carnage for its quality, I believe there is room for improvement in your customer service.

I hope this feedback helps improve future interactions :) 2 Desh Perera"
Carnage,Overall Dress,"Quality clothing for the younger generation.
Very courteous and good service."
Carnage,Shirt,"I recently purchased a shirt from Carnage, and I have to say, I'm impressed. Not only does the shirt fit perfectly, but it also magically attracts compliments from strangers. I wore it to the grocery store and people were literally stopping me in the aisles to tell me how awesome my shirt was. I even got a marriage proposal from the cashier. So, if you're looking for a shirt that will make you the talk of the town, look no further than this Carnage🤩 Chamini Alwis"
Carnage,Overall Dress,"New Carnage is cooking up something special. A true powerhouse in Sri Lankan fashion, making waves in an exclusive way. Keep serving heat, and soon, you’ll be the culture. The streets are watching. 🔥🦅❤️‍🔥🦅🔥 Kanchana Perera 1 review"
Carnage,Overall Dress,Low quality products for high prices and bad customer service . carbage would be a matching name 1
Carnage,Bag,"Prices are too high. Had a bit of a bad experience with the individual at the cashier today.

And why charge an additional 50 bucks for a bag ? While your prices are already so high 😉. Ambisha Varatharasan"
Carnage,Shorts,A perfect fit that works for both casual outings and light workouts.
Carnage,Oversized,Best oversized Tshirts available
Carnage,Overall Dress,"I recently ordered a clothing item from Carnage and had a fantastic experience with their customer service. When I received the package, I decided to return it, so I reached out via email to request an exchange. I was impressed by how smoothly the process went, especially thanks to Reyhan, who handled my case with exceptional professionalism and care. Their prompt responses and willingness to help made the entire experience hassle-free.
I’m really happy with how everything was resolved and would definitely recommend Carnage for their outstanding service! Suram Mendis"
Carnage,Overall Dress,Good quality clothing store. 2
Carnage,Bag,"Disappointed on online store of Canage.
Today We ordered a Bag On Crnage online store ,you charged the full amount with extra charge for same day delivery. Charged the payment but not delivered yet.
Hotline number is not responding.
Bad experience for us. 6 Mohammed Fazlan"
Carnage,T-shirt,Great design with vibrant colors that make it a standout piece in my wardrobe.
Carnage,Overall Dress,Mere hype.. nothing much to offer.. house of fashion next door was better 1
Carnage,Overall Dress,New Great selection of active clothing. Proud to sport a Sri Lankan brand! X7
Carnage,Joggers,It's too expensive and the qquality is not upto the price
Carnage,Top,"Carnage Clothing delivers top-notch quality with every piece. Their products are stylish, and well-made. What stands out even more is their exceptional customer service - responsive, helpful, and always putting the customer first. Highly appreciated!! A.M.V.P.W. Abeykoon 1 review"
Carnage,Active Wear,Good quality men's and women's active wear. Highly recommend this place for all your active and casual wear needs. Product quality is good. Parking space is limited 2 Akalanka Ekanayake
Carnage,Bag,"i got cross body bag last week, through your website. But now shipper color got changed to copper color. I used it only one week. High price but poor quality. Bad experience with carnage. 21 Sandaru Imalka"
Carnage,Overall Dress,"Such a great clothing store, Nice staff and recommended place."
Carnage,Overall Dress,Lovely collection and excellent customer service and got some parking too. 1 Samitha pathiraja
Carnage,Overall Dress,"Carnage: A Disappointing Detour
I was once a die-hard fan of Carnage. Their edgy designs and unique style resonated with me, and I proudly wore their clothes. However, my unwavering loyalty has taken a significant hit.

The quality of Carnage's products has drastically declined. What used to be durable, stylish pieces has transformed into cheaply made items that barely survive a few washes. It's disheartening to pay a premium price for clothing that falls apart so quickly.

To make matters worse, the customer service has plummeted. Gone are the days of friendly and helpful staff. Now, customers are met with indifference and a complete lack of care. Trying to exchange a faulty item or seek assistance with an order has become a frustrating ordeal.

It’s truly sad to see a once-loved brand deteriorate in such a manner. I hope Carnage takes notice of these issues and takes steps to rectify them. Until then, I'll be looking for new brands that value both their products and customers. 4"
Carnage,Overall Dress,Awesome fashion stuffs Gaja Sarves
Carnage,Overall Dress,"Ok styles however staff not friendly or helpfull
The waiting time to pay very long time 1 Ridha Al Ayad"
Carnage,Shorts,Soft yet durable fabric makes them ideal for daily wear.
Carnage,Overall Dress,Phenomenal service and the staff… Guyz ya vibe is awesome Yo. Keep it up. Amazing quality products and materials. Definitely recommend ya store for others and will be back soon for more clothings!!! Cheers 🤘 3 Mayura Weerasinghe
Carnage,Overall Dress,Found some trendy tshirts
Carnage,T-shirt,"This t-shirt is extremely comfortable and fits perfectly, I love the quality of the fabric."
Carnage,Active Wear,New Excellent active wear. Great service! A 10/10 nalinda panditharatne
Carnage,Overall Dress,"Happy to hear that you enjoy shopping with us Fam
Hope to see you soon and thanks a lot for the Review!! Salih Shahazad"
Carnage,Shorts,These shorts are incredibly comfortable with a top-notch fabric that breathes well.
Carnage,Shorts,"I visited the store on February 21, 2025, for the first time. While the store's aesthetic is appealing, the layout presented navigational challenges due to an unconventional and confusing arrangement of merchandise.

Unfortunately, the overall shopping experience fell short of expectations. The store lacked my required size (Large) in the desired t-shirts and (Small) in the intended shorts. Furthermore, despite observing approximately seven staff members, none offered assistance which is disappointing. Thought Carnage would do better.

Ended up buying two shorts (but not in the color I wanted) and will comment on the quality/durability after use. farhath fazni"
Carnage,Overall Dress,"I got the 90’s flared leggings from Carnage, and what can I say about them that hasn’t been told about the wheel, sliced bread or the iphone? If you’ve ever wondered what it feels like to be the girl who is up at 5, put in two hours of workout before your matcha latte and journaling and look so sleek, cool and effortless throughout, get these. Highly recommended 1 Shanthu OG"
Carnage,Overall Dress,Good prices and excellent service. The best Sri Lankan clothing brand for fitness. The owner is often present as well.
Carnage,T-shirt,"Super soft fabric with a flattering cut, I can’t get enough of it!"
Carnage,"Shirt, T-Shirt","I recently ordered a T-shirt from Carnage during their 50% off offer, with a total cost of Rs 2089. I placed the order on August 11th, and it arrived on August 15th. Unfortunately, after wearing the T-shirt only once and gently adjusting it, I noticed that both sides of the fabric began to tear. I’m quite disappointed with the quality given the high price and limited use. I hope the company addresses these issues to improve their products. 6"
Carnage,Active Wear,Service is ok. The items which i was looking for found anyway great place to purchase your active wear muditha gunarathna
Carnage,Overall Dress,"Beautiful environment. Nice collection.
Very helpful and courteous staff.
Ample parking space. Mohamed Akeel"
Carnage,Overall Dress,Good quality items. Planning to go back again. Chathuri Gunasekara
Carnage,Active Wear,The design is unflattering and doesn’t suit my style.
Carnage,Overall Dress,Very good clothing 1 Joshua Pakeerathan
Carnage,Overall Dress,I recently visited Carnage and had a great shopping experience. Staff were super cool and friendly. Shop was consisted with high quality products. This is one of the best place to buy sports wear.
Carnage,Overall Dress,Small and compact clothing store. Heveen Perera
Carnage,Shirt,"Prepare for a fashion experience that's larger than life and funnier than your uncle's dance moves at a wedding! The Carnage Desire Oversize Tee is the ultimate statement piece for those who want to rock a shirt that's more spacious than a first-class airplane seat. It's so roomy, you could fit a family of squirrels inside and still have space for a mini-fridge! Not only does it provide excellent coverage for a hot dog eating contest, but it's also perfect for hiding that extra slice of pizza you want to sneak into a movie theater. With its vibrant colors and enough fabric to make a quilt, this tee is guaranteed to turn heads and cause laughter-induced bellyaches. Don't miss out on the opportunity to wear a wearable circus tent and become the life of the party. Warning: Side effects may include excessive giggling, spontaneous dance-offs, and random offers to join the circus. Wear with caution! Dilshan Chameera 1 review"
Carnage,Shirt,"I don't know what kind of magic the Carnage Staff have put into their clothes, but I swear they're indestructible! I wore a shirt from Carnage on a camping trip and not only did it survive the elements, but it also emerged unscathed from a food fight with a bunch of rowdy raccoons. I don't know if I should be impressed or scared, but either way, I'm definitely buying more clothes from this Carnage. Who knew solid clothes could be this much fun? Hats off🫡 2 chamindu nayanajith"
Carnage,Overall Dress,What a good customer service.Highly impressed and highly recommended.And thanks a lot for the immediate response you give to the customer requests. Chandu Gunaratne
Carnage,"Pants, Cargo",Their prices are too high. 13000 LKR for a pair of cargo pants is outrageous. Their outlet is at a convenient spot and their staff are friendly though. 10 DK SA
Carnage,Shirt,You can print logos on t-shirts or polo t-shirts for your business at Maharagama silver reed printing company. Plain t shirt can be bought from Ratmalana t shirt republic. You can make a dtf without embroidery for 1000 rupees. I will only spend 1000 rupees to print the logo on both sides of this t shirt. No MOQ. Even one will be done every day. Translated by Google·See original (Sinhala) Superb🔥
Carnage,Overall Dress,👑 Short Clips
Carnage,Overall Dress,"Great collection, helpful staff Riveen Manatunga"
Carnage,Pants,Good selection of sportswear. Other stuff (pants etc) are too expensive. Shiran Batuvita
Carnage,Overall Dress,"Modern sports clothing brand, popular with teenagers. Price matches quality. By a"
Carnage,"Shirt, Shorts","Purchased shorts and a t shirt , not more selections , resonable prices when you compare to outside shops."
Carnage,Overall Dress,"Good collection of wearables but the space is not enough to the crowd.

KOKO payments are available here. 1 Inujan Ravindran"
Carnage,Overall Dress,"Sportswear shop where a wide variety of good quality items are available . Value for money. Appreciate the initiative of introduction of locally manufacured sports items, over sized t shirts etc. Staff efficient . Lage parking space available. 2 Wanosha de silva"
Carnage,Overall Dress,New Poor customer services. Really disappointed. Ramprashath Ramanathan
Carnage,Joggers,"They’re loose around the legs, making the overall look sloppy."
Carnage,Top,Superb stuff. I ordered last evening and this evening I got my things. Top quality and value for money. The way you guys guided me regarding the size was perfect. I’m very satisfied with my purchase. Most definitely will order again. Good luck to the team. 👍 Rehan Razeen
Carnage,"Shirt, T-Shirt, Bag","I ordered a tee shaped T-shirt through ko-ko, received my order after 3 days and size didn't match. so i went to the outlet carrying the T-shirt on a plastic bag[crushed look]. i went inside the outlet with the bag itself and the guy on the cashier counter asked me what do you want. i said ""i want an exchange"" . got the correct size and the same guy asked me ""is it fine to give the t-shirt with the cover? i replied ""yeah no worries at all i got a bag"". he took a sec[maybe remembered my crushed bag] and said no no I'll get you one and got me a carnage plastic bag. trust me that wasn't marketing but basic humanity, making another look level-up is something not everyone like to do. the guy was amazing. the brand didn't impact me but the guy does. 3"
Carnage,Overall Dress,The staff doing a great job and you can get the best quality clothes from them 🫶🏻 Vihara Weerasuriya
Carnage,Top,"This place is the bomb for sportswear and stylish clothes for both men and women. Yeah, it's a bit pricey, but you get what you pay for - top-notch quality that's worth every penny! Buff Daddy"
Carnage,Overall Dress,Highly recommending!😍 love that the materials are super comfortable and the unique designs and the superb customer service!❤️ Danushika Weerasinghe 1 review
Carnage,Overall Dress,"Clothing, mainly for the younger generation. Asela perera"
Carnage,Oversized,They’ve got the BEST oversized T-shirts everrr! Guardian Of The Galaxy 1 review
