<<<<<<< HEAD
Emerald,Overall Dress,"Good range of men's office and casual wear, and they also have a kids collection. Helpful staff and storefront parking available. Conveniently located in Battaramulla (Battaramulla-Pannipitiya Road). Lahiru Madushanka"
Emerald,Overall Dress,"Excellent collection, More if u ara a plus size and looking for comfort or regular fit Washim Jiffry"
Emerald,Overall Dress,No much collections were there. Niruththaanjali Sivanantha Niruththaanjali Sivanantha Niruththaanjali Sivanantha Niruththaanjali Sivanantha Niruththaanjali Sivanantha Gayendra Laksri Wiki Wickramarathna
Emerald,Shirt,"A well maintained store with helpful staff. However, being the flagship store, their shirt options and variety are very limited. Dilan Wijesooriya"
Emerald,Dress,"Friendly, supportive staff, Good customer service point.👍 Good collections of dresses.  Chathuri Dilthara  review"
Emerald,Overall Dress,"The Emerald is one of the best quality brands of Gentleman's clothes 👌 and has Friendly customer service😍, Reasonable Prices with a lot of variety........  Thilak Meddepola"
Emerald,Shirt,All in one place for branded shirts & trousers. Good customer service point.👍  Anuruddha Karunaratne
Emerald,"Belt, Shirt","Newly opened Emerald flagship store. Contains a variety of mens clothing. Nice collection of Shirts, ties and belts.  Thaahir Jaldin"
Emerald,Overall Dress,great place for men’s clothing + accessories S M
Emerald,Overall Dress,"Nice range of selection of menswear, friendly staff  Shehan Weerakkody"
Emerald,Overall Dress,"Quality clothing. But, please correct the Map Location soon.  Tharindu Dilshan"
Emerald,Overall Dress,"Very helpful and friendly, good collection also  Suranga Galwatta"
Emerald,Dress,"Smart dresses, friendly service.  Thamalaka Jayasinghe"
Emerald,Overall Dress,Good collection. Sampath Ranaweera
Emerald,Pants,Limited selection of formal pants. Rajitha Dissanayake
Emerald,Overall Dress,New Best place to shop for high quality & stylish men's wear 👌 Superb customer service 🤩 Christina M
Emerald,Overall Dress,New Love the new concept! Looking forward to the new collections shyamal praveen
Emerald,Shirt,"Brought  pairs of short sleeves shirts ( cm). The shirts priced fairly reasonable however, some of the stock are quite old so be vigilant. One of the shirt which I adore the most has burnt crease. Staff minded their own work and didn't bother us at all we took our time in selecting. The place is pretty basic, no A/C nor accepting card payments. The outlet is near Elvitgala Mw, about  m away from the Kirimandala Mw junction. Finding a good parking spot maybe challenging fortunately we went around .pm on a Sunday (hardly anyone on road). DThiral A  Chamara Nanayakkarawasam"
Emerald,Shirt,"This is a good place if you are looking for a quality shirt for a bargain price. Obviously, the products are not in the best of the condition but they are well worth the price tag. They have a limited range of products and sizes. The sales person is super helpful and polite. You can brows through the available options as much as you like. It recommend that you check the products carefully and read the tags before making a purchase. Some of the tags contain information about the defects in the product. All in all, it is a good place to visit while you are shopping for shirts. jayali gunawardena"
Emerald,Shirt,"You can buy good formal shirts and trousers from this store for half price what they are sold in other retail shops. Most of the cloths here are returned shipments as I know and some of them are completely new good once (unable to figure what is what). Some shirts has small issues like minor patches or tread/button issues which can be identified if you check properly before buying. Prices of shirt as of review are emerald shirts rs. other branded shirts rs.(Leonardo, crocodile)  Suvil jayaswin"
Emerald,Shirt,Really good place to buy formal as well as casual shirts and trousers. Cashier is really helpful too. Highly recommended ! Dhanushka Jayalath
Emerald,Shirt,Various brands of gents' shirts and trousers are available for really reasonable prices. Kudos to the smart cashier.  Pattani Muhandiramlage Mohamed Hassan Ali
Emerald,Shirt,THE BEST PLACE TO BUY BRANDED SHIRT FOR LOWEST PRICE Sanka Dissanayake
Emerald,Shirt,Can buy shirt's for discounted price. Very less quantity available.  Kusal Perera
Emerald,Shirt,It always a lovely place with good collection of shirts NEIL KARUNARATNE
Emerald,Shirt,Best place to buy office shirts for men Chinthaka Herath
Emerald,Overall Dress,Not much of a collection. Outdated. sujeewa ilangamge
Emerald,Shirt,Quality shirts at affordable prices  Chathura Deshai
Emerald,Overall Dress,Good collection at affordable price 👌  Janaka Pushpakumara
Emerald,Cap,"Very disappointing delivery schedule. Even though I have made the order and the payment they some how cancelled it and without any explanation , given reason. Try had to contact them few times but they aren't very responsive either. Somehow after few days they have found my order had no issue and even though one of their agent confirmed the payment received via email the same day I ordered, their excuse was that there was an issue with the payment. Still waiting for the delivery, been days already, very disappointing customer service, never buying anything from them.  Nisma Fahim"
Emerald,Cap,"Very disappointing delivery schedule. I placed an order for next day delivery, despite being within Colombo - and the next day being a working day, as per their conditions for next day delivery. I never received it the next day even after calling them twice and they confirming me that I will receive it within the expected day. Never trust them with their delivery dates and what they say especially the next day delivery if you want your package delivered to celebrate any occasion of your loved ones coz you will be disappointed and go empty hand like what happened to me! Hopeless..  Ayesh fdo"
Emerald,Cap,"I just received my order. They have delivered me damaged products when i call the customer service and i told them that i have placed an order, they just switch calls in a blink without even responding and the other party doesn't even answer. now i have taken more then  calls to contact with them, i have still got no response. The clothing product quality is good but for online orders and services, i don't recommend EMERALD to you, you will BE DISAPPOINTED ❌❌. CUSTOMER SERVICE IS WORST❌❌  T San"
Emerald,Cap,This company is ignoring public complaints about the noise they make throughout the day. They are so selfish and not thinking about the people who live nearby. Very sad to say that we experience such bad qualities of emerald management.
Emerald,Overall Dress,"Good Quality A Grade Clothing, at a very affordable price, Styles and Designs to suit everyone's needs.  Pattani Muhandiramlage Mohamed Hassan Ali"
Emerald,Overall Dress,Acestral Home for Mens Fashion Makings Sampath Guneratne
Emerald,Shirt,Apprel industry. Famouse shirt brand in sri lanka and world wide.  Udara Basnayaka
Emerald,Shirt,The best shirt manufacture in Sri Lanka  Dananja Nuwan Weerasinghe
Emerald,Shirt,One of best shirt producer in sri lanka Rinas MSR
Emerald,Overall Dress,good place for taking men's clothes ifzal cader
Emerald,Overall Dress,Specialized with good and nice clothing for men...  Ishi Bhoi
Emerald,Shirt,Best ever shirts for men  Meththa Thyagika
Emerald,Overall Dress,Good quality clothes for men Sampath Srinath
Emerald,Shirt,"""The shirt between the shirts"" has a meaning. Priyal fernando"
Emerald,Overall Dress,Good quality clothing  Sarath Wijesena
Emerald,Shirt,Best shirts for wearing C Ratnayeke
Emerald,Shirt,Best shirts in emerald . Thiwanka ashen
Emerald,Shirt,Sri Lanka's number one shirt brand has been winning for decades and is a pioneer in providing high quality clothing to the customer. Translated by Google·See original (Sinhala) roshan kumara
Emerald,Shirt,"Visited today to see if they have the regular collection. They don't. They have only shirts. Shirts are sold at , LKR each and seema highly discounted. Location and parking facility is good. Menaka siriwardana"
Emerald,Shirt,Sri Lanka’s no  shirt brand Viran
Emerald,"Pants, Shirt","Recommended if you are particularly looking for nice shirts,pants and ties *Very limited tees collection though. And the store ain't that spacious but well stocked. Also loved the service,it's hassle free and cool. Abdullah Ahamed Abdullah Ahamed Abdullah Ahamed Abdullah Ahamed Abdullah Ahamed Abdullah Ahamed  Saajid Malhardeen"
Emerald,Shirt,Great place to buy shirts. Have different brands specially Emerald and Crocodile. Friendly staff. Convenient Parking. Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Saajid Malhardeen Hemal Wickramasinghe
Emerald,"Belt, Pants, Shirt","My go to place for work pants and casual shirts. They have a range of clothing items from work shirts and pants, casual pants, shirts and tshirts, ties, belts and cufflinks. Just a note that their Liberty Plaza outlet is closed. Hemal Wickramasinghe Rishana Nooman"
Emerald,Overall Dress,Good service and quality products. Staff is friendly and they deliver as promised. Genuine products. They have a very good collection Rishana Nooman Shanan Ilen
Emerald,Overall Dress,"Small Store, But Good Stuffs, Branded Clothes, Reasonable prices, Nice and Friendly Staff.. Shanan Ilen Shanan Ilen Shanan Ilen"
Emerald,Shirt,"One of the good places to buy shirts for men. Visited yesterday, they moved to a new store. Now its located in front of the old store at Bamba. Have verity of designs of shirts. Office and casual wear. They have Emerald and Crocodile brand shirts, Tshirts, inner wear and trousers. . Angela E. Seneviratne"
Emerald,"Shirt, T-shirt","Lovely t-shirts and linen shirts for Men, fell in love with their round neck cotton t shirts and linen shirts! Emerald and Leonardo are their brands and they have a new floral range for men. I got vouchers for a gift, plastic cards in denominations, cool idea ,don't you think. Arshad Muhammed"
Emerald,Cap,Products are good. But the sales people are one of the most unmoving I have seen anywhere -even though it’s more or less the same case in all the SWX stores. It gives the impression that the management doesn’t treat the staff enough so they are not bothered about the sales. Or they are not the staff at all but sons and relatives of the owner. Ralph Fernando
Emerald,Shirt,A perfect place for shirts! Various designs for corporate & casual wear. The staff is very polite and supportive. The showroom is little congested due to its limited space but still the shirt selection will make you satisfied despite the congestion. Mohamed Nazar Mohideen
Emerald,Overall Dress,Excellent collection and friendly staff Mohamed Nazar Mohideen Mohamed Nazar Mohideen Mohamed Nazar Mohideen Mohamed Nazar Mohideen Mohamed Nazar Mohideen Mohamed Nazar Mohideen S Neerajan
Emerald,Shirt,"They have excellent collection of formal wear for men. They have shirt brands such as Emerald, Crocodile, and Array. The store is medium size, nevertheless the place is neatly layed out. They have fit on rooms as well. They prices are almost comparable to other shops in the Colombo. The service is really good, they have genie payment method as well. The parking space is limited tough,  cars can be parked. Overall a good men's clothing store situated in Colombo.  Nuran Madhubhasha"
