Brand Name,Product Name,Review
Pepper Street,Hoodie,The hoodie provides just the right amount of warmth without being overly bulky.
Pepper Street,Joggers,The material feels too thin and isn’t warm enough for cooler days.
Pepper Street,Hoodie,The fabric is high quality and stays cozy even after multiple washes.
Pepper Street,T-Shirt,"I recently purchased a T-shirt from Pepper St. Initially, I picked the wrong size and had to return it. But their team quickly arranged the return and sent me a new one without any hassle. The new T-shirt fits perfectly, the quality is excellent, and the fabric feels amazing. On top of that, their customer service is outstanding, super responsive and friendly. Highly recommend Pepper St. to anyone looking for great products and a great shopping experience!!!! 🫶"
Pepper Street,Joggers,"The fabric pills quickly, giving them a worn-out appearance after only a few uses."
Pepper Street,Overall Dress,Sensible Collection and Reasonable Price. Great Choice of Colors. Minimalistic Designs.
Pepper Street,Cap,We apologize for this experience - can we get your order number so we can rectify any errors that may still occur
Pepper Street,Dress,It's been nearlyweeks since I have not received my order yet there is no response from them.They have given a wrong address to the courier
Pepper Street,Shorts,They feel restrictive around the waist and aren’t very flattering.
Pepper Street,Hoodie,"I love the stylish design, it pairs well with almost any outfit."
Pepper Street,Overall Dress,Insane value for price and their collections keep getting better and better every single time. Great customer service as well.
Pepper Street,Top,"Brooo!!!🥹 I can't believe the excellent degree of clothes quality at this store, and I won't stop buying new items from you guys since it elevates my sense of style, man Luv yall🥹♥️Sudeeptha"
Pepper Street,Cap,"I’ve purchased items from this shop four times now, and it’s been a horrible experience every time. Tried contacting them multiple times through calls and emails, but they never respond. The customer service is non-existent! Absolutely the worst experience, and I will never buy from here again. Definitely not recommending this shop to anyone.Nashath"
Pepper Street,Overall Dress,"Pepper St. Clothing at One Galle Face Mall offers a great selection of clothing for both ladies and gents. The in-store experience is excellent, with a supportive and understanding staff who make shopping enjoyable. Their collection is stylish, and the quality of the clothing is impressive. However, the online ordering process could use some improvement. There are occasional delays in order processing and responses, and it can be difficult to contact them via mobile at times. If they can enhance their online services, the experience would be perfect."
Pepper Street,Cap,"Extremely sorry for the inconvenience caused sir , we’ve always informed that customers need to be provided utmost support but will take required action to make sure this doesn’t happen again. Keshan"
Pepper Street,T-Shirt,"I bought a polo shirt (t-shirt with a collar) from them. And I barely used it. It was among the highest priced polo shirts they have. When I ordered, it was the right size. After few washes, I can no more wear it because the fabric shrunk and it’s too short for me to wear now. Will never recommend!👎🏻 Leo"
Pepper Street,Hoodie,The design features subtle branding that adds a modern touch without being too loud.
Pepper Street,Dress,"I am extremely disappointed with the online customer service. I had several questions about a product I was interested in purchasing, but getting a response was a nightmare. When I finally did receive a reply, it was generic and didn't address my specific concerns. The representatives seemed uninterested and unhelpful. This experience has made me reconsider shopping here again. A business that doesn't prioritize customer support is not one I can recommend. Games vid"
Pepper Street,Dress,Great dress and good material
Pepper Street,T-shirt,"The t-shirt lost its shape after a few washes, making it look worn out."
Pepper Street,T-shirt,The graphic design on this t-shirt is artistic and modern; it instantly elevates any casual outfit.
Pepper Street,T-Shirt,"I recently needed help from customer service because the t-shirt I bought was the wrong size. At first, it was hard to get in touch with the team on the phone, but once I did, the experience was great. The team was really nice and always kept me updated. I was impressed by how easy it was to return the t-shirt and get a new one with the coupon provided. My only tip is to maybe let people return or exchange items in the store too. Thanks for making sure I ended up with a t-shirt that fits. Your service is awesome!"
Pepper Street,Shorts,"Colors faded rapidly after the first wash, which was really disappointing."
Pepper Street,Cap,"if you are keen on quality local branded clothing, pepper street is one of the best options. You can find a unique variety of clothing items here. Talking about the pepper street the most attractive thing was the pepper smell inside the shop. That smell is a brilliant usage of marketing strategies. The wall paint also reminds me of the theme pepper."
Pepper Street,Pants,"I had a terrible experience with Pepper St. Usually, I wouldn't order clothes online. Instead, I used to go to their physical store and make purchases. On Thursday, I decided to visit their store after checking the opening time. Although they mentioned that they would open atAM, I went aroundPM. However, the store was closed beforePM. So I had to order their original collection via their website, and unfortunately, I received a pair of pants that were too big for me. When I tried to return the pants, I couldn't get through to their customer service. I had to use a friend's Instagram account to contact them since they weren't responding to my calls. I was informed that I couldn't exchange the pants in-store and had to go through their online process, which took several working days to complete. By the time I received my coupon for the exchange, the pants I wanted were already out of stock. I want to warn others not to waste their time and money on Pepper St. and to shop elsewhere for their favourite clothes."
Pepper Street,Hoodie,"I recently shopped at Pepper Street for the first time, and I was really impressed! The material of the butterfly hoodie is excellent and so comfortable. The staff were incredibly helpful in finding the perfect fit for me"
Pepper Street,Cap,Do not order online. They are not sending what they promised! Bad choice for online shopping but good one for purchasing at the store! I ordered a black crewneck but they phoned and told black is not available. Then they told a green is available and i told yes for green but they have sent a different color! Not recommending!!! Chose visely....
Pepper Street,Top,One of the most impressive lifestyle clothing brands on the market! Their clothes were top quality and had amazing range of choice. Customer service representative was super friendly and helped me choose clothes from a wide range. Definitely come back here!
Pepper Street,Shorts,"They lack proper lining, which makes them uncomfortable during extended wear."
Pepper Street,Shorts,"Very bad service,I already received my order a week late and when it arrived the pocket of the shorts I ordered had a hole in it,"
Pepper Street,Overall Dress,"Had a great experience at Pepper Street Clothing! Rakeeb was super helpful in securing the Acid Wash collection for me. it’s the perfect outfit. The customer service was excellent, and it’s great to see such genuine care for customers. Highly recommend! dimuth priyanka"
Pepper Street,"Dress, Shirt","I recently visited the store and was disappointed with the service. I’ve purchased many clothes from this store in the past because I really like their quality. However, during my recent visit, the cashier took a long time to process the bill for a one Tshirt, which I was okay with, but when I offered cash, she told me to bring change or pay by a card. But I left my card at home. This experience was upsetting; I expected better service, especially when it comes to something as basic as handling change. A polite apology or a better solution from the cashier would have made a big difference. and I hope the management addresses such issues to improve customer service.al waleedh"
Pepper Street,Shirt,I orderd a tshirtth of april. Today isrd of april. They are not even call me. Tracking number is also not showing.
Pepper Street,Overall Dress,Very good stuff and the prices are reasonable . Good collection .
Pepper Street,Joggers,The pockets are poorly designed and impractical for everyday use.
Pepper Street,Shirt,"I am writing to express my disappointment with the service I received at your store today (24.12.24). I visited to exchange a shirt that was gifted to me. Although I didn’t have the bill (as it was a gift), the shirt still had its original tag intact. Unfortunately, your team informed me that they could not process the exchange without a receipt. While I understand the importance of store policies, I believe an exception could have been made given that the item was clearly unused and tagged. The rigid approach and lack of flexibility demonstrated by your staff felt unprofessional and did not align with the level of customer care I expected. As the only outlet in Sri Lanka, it’s crucial to prioritize building a positive reputation for customer service. A more accommodating and customer-focused approach would go a long way in creating a better shopping experience. I hope my feedback will be taken constructively to improve future interactions. Unfortunately, this experience has left me disappointed, and I would hesitate to recommend your store to others."
Pepper Street,Top,"Been purchasing from Pepper street from more than a year now and I’m glad to say that they haven’t disappointed me a bit. Use to purchase online from their website But once I started visiting their store at one galle face, it was whole new experience. I would definitely recommend you to visit their store cus it is really eye catching to see the wide variety of products and colours they got and most of all they have a damn friendly staff who assisted me with a smile on their face ❤️”Pleasant people” and I’m glad to say that they prioritise customer service on top of all. Highly recommended, do visit their store to get the same experience."
Pepper Street,Cap,I recently visited the Pepper St store at OGF and was met with rude staff from the moment I went in. The staff were unhelpful. When I asked something they were not smiling and gave rude replies and the cashier was impatient and careless. I won't be coming back.sameera chathuranga
Pepper Street,Joggers,"The joggers are versatile, pairing well with both sneakers and casual shoes."
Pepper Street,"Shirt, T-shirt","The customer service was very poor. I ordered a medium-sized T-shirt, but they sent a small one instead. Immediately upon receiving it, I called to report the issue. They initially instructed me to exchange it at their store in One Galle Face, but when I called to confirm, they told me to send a message on Instagram instead. They lack proper procedures to promptly assist customers. As of now, I haven't received any update from their side, and this situation is causing me trouble. If you're considering buying from them, please think twice because this issue could happen to you as well.nidhursha nidhu"
Pepper Street,Joggers,"They shrink noticeably after washing, which is very frustrating."
Pepper Street,Hoodie,"Great for layering on cooler days, it never feels too heavy."
Pepper Street,Joggers,They offer a flattering fit with just the right amount of stretch.
Pepper Street,Cap,"Nice clothes and accessories, however tourists need to be careful that the staff do not pocket the change themselves. Having to ask for my change soured the customer experience."
Pepper Street,T-shirt,I don't know what the hype is about. I bought a t shirt for my husband and he wore it only twice. Its color is faded and the t shirt is badly stretched out now. It wasn't a very reasonable price either. You'd honestly expect better quality for their price range.
